index,question_type,prompt_complexity,prompt_audience,data_source,question,model,embedding_model,response
q1-comp2-aud2-data1,1. Factual question with a specific answer,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"How is a single family home located at **2712 Colfax Ave South, Minneapolis, MN 55408** zoned? ",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"Based on the provided context, the zoning for a single-family home at **2712 Colfax Ave South, Minneapolis, MN 55408** falls under the **Interior 1** district of the Built Form Overlay and **RM1 (Residence Goods and Services)** district of the Land Use Zoning. The Interior 1 Built Form Overlay District allows single family dwellings and state credentialed care facilities serving 6 or fewer persons. The maximum floor area ratio (FAR) for single-family dwellings is 0.5."
q2-comp2-aud2-data1,2. Complex question asking to summarize language,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"I am a single-family home owner and I want to build a accessory dwelling unit (ADU) on my property in urban neighborhood 2 (UN2) zoning district, Minneapolis, MN. What are the zoning requirements, restrictions, or permits I would need to keep in mind for my zoning district?",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"Based on the retrieved context, here are the key zoning requirements, restrictions, and permit considerations for building an Accessory Dwelling Unit (ADU) on your property in the **Urban Neighborhood 2 (UN2)** zoning district in Minneapolis, MN:

1. **Owner Occupancy**: The property owner must occupy at least one of the dwelling units (either the primary residence or the ADU) as their primary place of residence. A covenant must be filed with the Hennepin County recorder stating compliance with this requirement.

2. **ADU Size and Location**:
   - **Attached ADU**: The maximum gross floor area is 800 square feet. Stairways leading to an internal ADU above the ground floor must be enclosed or located entirely to the rear of the principal residential structure. The primary exterior materials of the ADU must match those of the principal residence.
   - **Detached ADU**: The maximum height is 21 feet. The ADU must be located entirely to the rear of the principal residential structure and at least 6 feet away from the habitable space of any dwelling.

3. **Entrances**: The creation of an ADU shall not result in additional entrances facing the public street on the principal residential structure.

4. **Permits and Approvals**: A permit is required to establish an ADU. The owner must comply with the covenant and provide proof of owner occupancy before the permit is issued.

5. **Additional Standards**: ADUs must comply with specific development standards, including yard requirements and distance from dwellings, as outlined in the zoning ordinance.

6. **Prohibited Uses**: Certain uses, such as the sale or transfer of firearms, are prohibited as accessory uses.

7. **Planning Commission Review**: The city planning commission may approve alternatives to certain requirements if strict adherence is impractical due to site conditions, provided the proposed alternative meets the intent of the requirements.

If the context does not provide adequate information regarding any specific requirements or restrictions for building an ADU on your property, further consultation with the City of Minneapolis Zoning Department may be necessary."
q3-comp2-aud2-data1,3. Complex question asking for recommendations,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"Do the following proposed property specifications meet the single family zoning requirements for urban neighborhood 2 (UN2) zoning district, MN according to the zoning ordinance?

**Proposed property specifications**
- lot area: 1000 sq feet
- height of building: 20 feet
-  number of dwellings in the building: 5
-   side and rear yard setback: 5 feet ",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"Based on the retrieved context, the proposed property specifications **do not** meet the single-family zoning requirements for the **Urban Neighborhood 2 (UN2)** zoning district in Minneapolis, MN. Here are the key issues:

1. **Lot Area**: The proposed lot area is 1,000 square feet, which does not comply with the minimum lot area requirements. While the exact minimum lot area for UN2 is not specified in the provided context, the UN2 district typically requires a larger minimum lot size.

2. **Number of Dwellings**: The proposal includes 5 dwellings in the building. However, the zoning code specifies that **not more than three (3) dwelling units shall be allowed in a cluster development in the UN1 and UN2 Districts on lots seven thousand five hundred (7,500) square feet or less in area**. Since the proposed lot area is only 1,000 square feet, the maximum allowed number of dwelling units is 3, not 5.

3. **Height of Building**: The proposed height of 20 feet may be acceptable, but this depends on the specific built form overlay district requirements, which are not fully detailed in the provided context.

4. **Yard Setbacks**: The proposed side and rear yard setback of 5 feet may be acceptable, but this also depends on the specific requirements of the built form overlay district, which are not fully detailed in the provided context.

Given these discrepancies, the proposed property specifications do not comply with the zoning requirements for the UN2 district. Further consultation with the City of Minneapolis Zoning Department would be necessary to confirm the specific requirements and to adjust the proposal accordingly."
q5-comp2-aud2-data1,5. Complex question distilling information/pre-check,2. Simply phrased prompt,2. Single-family homeowner,1. Minneapolis zoning code,"Give me a checklist of information and documentation I need to provide in the permit application as a homeowner constructing a small single-family building in urban neighborhood 2 (UN2) zoning district,  Minneapolis, MN.

",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"Based on the retrieved context, here is a checklist of information and documentation you need to provide in the permit application for constructing a small single-family building in the **Urban Neighborhood 2 (UN2)** zoning district in Minneapolis, MN:

### Checklist for Permit Application

1. **Site Plan**:
   - A detailed site plan showing the location of the proposed structure, parking areas, vehicular and pedestrian access, open space, drainage, sewerage, fire protection, building elevations, landscaping, screening, and buffer yards.
   - Inclusion of existing public facilities and services in the vicinity.

2. **Development Plan**:
   - A statement of the proposed use of all portions of the land.
   - A master sign plan, if applicable.
   - Compliance with the **Land Subdivision Regulations** (Chapter 598) and other relevant zoning ordinances.

3. **Enclosed Storage**:
   - Proof of an enclosed storage area not less than **200 square feet** in area.
   - If attached, the storage area must open directly to the outside and be accessible without stairs or an elevator.
   - If detached, the storage area must be located entirely to the rear of the principal residential structure.

4. **Compliance with Built Form Standards**:
   - Ensure the structure is consistent with the predominant scale of existing residential structures in the area (e.g., floor area, building height, facade width, and yard patterns).
   - Incorporate traditional design features or demonstrate exceptional creativity with high-quality, durable exterior materials.

5. **Environmental and Safety Plans**:
   - **Air Quality Plan**: Description of stationary and mobile source air emissions and conformance with air quality regulations.
   - **Dust Management Plan**: Description of dust emission sources and how dust will be managed.
   - **Sound Attenuation Plan**: Description of sound sources and conformance with noise regulations.
   - **Drainage Plan**: Comprehensive stormwater management and runoff plan.
   - **Traffic Plan**: Description of truck trips generated and the principal access route to the facility.

6. **Performance Bond or Letter of Credit**:
   - If required, provide a performance bond or letter of credit guaranteeing completion of site improvements.

7. **Inclusionary Housing Compliance** (if applicable):
   - Proof of compliance with inclusionary housing requirements, if the project is subject to such regulations.

8. **Vicinity Plan**:
   - Description of natural features within **350 feet** of the site (e.g., streams, wetlands, topographical features).
   - Comparison of the proposal to land uses within 350 feet of the site.
   - Description of any potential environmental hazards due to existing or proposed land uses.

9. **Compliance with Zoning District Requirements**:
   - Ensure the proposal adheres to the maximum floor area ratio (**0.5 for single-family dwellings**), height restrictions, and other zoning regulations specific to the UN2 district.

10. **Additional Documentation**:
   - Any other documentation or plans required by the zoning administrator or city planning commission.

### Submission Process
- Submit all required plans, documentation, and compliance proofs to the City of Minneapolis Zoning Department.
- Ensure the proposal is consistent with the approved development plan and all relevant zoning ordinances.

If the retrieved context does not provide adequate information about any specific requirements, further consultation with the City of Minneapolis Zoning Department may be necessary."
q1-comp3-aud1-data1,1. Factual question with a specific answer,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: Provide a professional developer information on zoning district and built form overlay district for **2817 Pleasant Ave, Minneapolis, MN 55408** which is a multi-family home in a residential area zoned as urban neighborhood. Refer to the Minneapolis, MN zoning code to determine this.
Output: Provide zoning district for 2817 Pleasant Ave, Minneapolis, MN 55408 and specific parts of the zoning code you sourced this information from.",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"The property at **2817 Pleasant Ave, Minneapolis, MN 55408** is zoned as **UN1 Urban Neighborhood 1**. This classification is part of the Minneapolis Zoning Code, which designates areas for residential use with goods and services allowed (RM1 Residence Goods and Services). The effective date of this zoning designation is July 1, 2023. Additionally, the property is subject to the built form overlay district regulations, which include specific standards for lot dimensions, floor area ratio, height, and maximum lot coverage. These regulations ensure that developments comply with both primary zoning and overlay district requirements.

This information is sourced from the Minneapolis, MN Code of Ordinances, specifically the Land Use Zoning Plates and relevant sections of the zoning code (e.g., 535.730 to 535.780)."
q2-comp3-aud1-data1,2. Complex question asking to summarize language,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: I am a professional developer and I want to build in urban neighborhood 3 (UN3) zoning district, Minneapolis, MN. I need to know everything relevant about building in this zoning district as it appears in the relevant zoning district and built form overlay district guidelines.
Output: Provide a summary for the Aim question along with references.",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"The **UN3 Urban Neighborhood District** in Minneapolis, MN, is designed to accommodate **moderate to large-scale residential uses**, particularly near transit routes and METRO stations. This district supports higher-density residential development, including multifamily housing, and allows for a mix of institutional and civic uses. Key guidelines for building in this district include:

1. **Allowed Uses**: Predominantly residential, with provisions for institutional and civic uses. Select commercial uses may be permitted through adaptive reuse of existing structures ( Context 2).

2. **Built Form Overlay Districts**: Developments must comply with the regulations of the applicable built form overlay district, which may include Interior, Corridor, Transit, or Parks overlays. These overlays dictate standards for lot dimensions, floor area ratio (FAR), height, and lot coverage (Context 1, Context 3).

3. **Lot Dimensions**: The more restrictive requirements (minimum and maximum) for lot area and lot width between the primary zoning and built form overlay districts will apply to the entire development ( Context 1).

4. **Floor Area Ratio (FAR)**: The more restrictive FAR requirements of the built form overlay districts will apply. Minimum FAR requirements, if applicable, will also be enforced (Context 1).

5. **Height**: Maximum and minimum height requirements are determined by the built form overlay district. Height increases are only allowed as authorized within the specific overlay district ( Context 1).

6. **Lot Coverage**: Maximum lot coverage requirements are dictated by the built form overlay district (Context 1).

7. **Institutional and Civic Uses**: UN3 allows for larger institutional and civic facilities, such as educational facilities, community centers, and religious places of assembly, with specific size limits (e.g., 20,000 sq. ft. for educational facilities) (Context 5).

8. **Zoning Compliance**: All developments must adhere to the primary zoning district regulations and the additional provisions of the built form overlay district (Context 1, Context 2).

**References**:
- Minneapolis, MN Code of Ordinances (Context 1, Context 2, Context 3, Context 5)
- Sections 530.130, 535.730–535.780, 565.270."
q3-comp3-aud1-data1,3. Complex question asking for recommendations,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: For the urban neighborhood 3 (UN3) zoning district in Minneapolis, MN, evaluate whether the specifications listed below meet the requirements for a small multi-family home construction as found in the zoning code. Also tell me if there is additional information you need from me to answer this question.
**Proposed property specifications**
- The lot area of multifamily home is 1000 sq feet.
- The accessory dwelling unit (ADU) height will be 20 feet.
-  The multifamily home has 5 dwellings.
- The setback for front and rear yard will be 5 feet.

Output: A list with each property specification mentioned earlier and its evaluation based on the zoning ordinance, referencing specific parts of the code for each item.",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"Based on the provided context and the zoning code for the **UN3 Urban Neighborhood District** in Minneapolis, MN, here is an evaluation of the proposed property specifications for a small multi-family home construction:

1. **Lot Area (1000 sq feet)**:
   - The zoning code does not specify a minimum lot area for multi-family homes in the UN3 district. However, the lot area of 1000 sq feet is very small and may not meet the minimum size requirements for residential uses. According to the code, the minimum gross floor area of a dwelling unit is 300 sq feet, and at least 80% of the habitable floor area must have a minimum width of 18 feet (Context 5). It is unclear if a 1000 sq feet lot can accommodate these requirements.
   - **Additional Information Needed**: Clarification on whether a 1000 sq feet lot can meet the minimum size and width requirements for residential uses in the UN3 district.

2. **Accessory Dwelling Unit (ADU) Height (20 feet)**:
   - The maximum height for a detached accessory dwelling unit is 21 feet (Context 2). The proposed height of 20 feet complies with this requirement.

3. **Number of Dwellings (5 units)**:
   - The context does not provide a specific limit on the number of dwelling units for the UN3 district. However, it mentions that not more than three (3) dwelling units are allowed in each principal structure in the UN1 district (Context 4). Since UN3 allows for larger-scale residential uses, it is possible that 5 units are allowed, but this needs confirmation.
   - **Additional Information Needed**: Confirmation on the maximum number of dwelling units allowed in the UN3 district.

4. **Setback for Front and Rear Yard (5 feet)**:
   - The context does not provide specific setback requirements for the UN3 district. However, it mentions that the more restrictive yard requirements of the primary zoning and built form overlay districts will apply (Context 3).
   - **Additional Information Needed**: Specific setback requirements for the UN3 district and the applicable built form overlay district.

**References**:
- Minneapolis, MN Code of Ordinances (Context 2, Context 3, Context 4, Context 5)

To fully evaluate the proposal, additional information is needed regarding the minimum lot area, the maximum number of dwelling units, and specific setback requirements for the UN3 district and the applicable built form overlay district."
q5-comp3-aud1-data1,5. Complex question distilling information/pre-check,3. Phrased in a prompt engineering format with specific instructions,1. Professional developer,1. Minneapolis zoning code,"Aim: I am trying to fill a permit application for constructing a small multi-family building in urban neighborhood 3 (UN3) zoning district,  Minneapolis, MN. Provide a checklist of all information and documentation I need to fill the permit application successfully per the zoning ordinance.

Output: A checklist of requested information stated in the Aim.

",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"Based on the retrieved context from the Minneapolis, MN Code of Ordinances, here is a checklist of information and documentation required to successfully fill out a permit application for constructing a small multi-family building in the **UN3 Urban Neighborhood District**:

### Checklist for Permit Application

1. **Site Plan**:
   - A dimensioned or annotated plan showing the proposed building or structure, including:
     - Building bulk, height, and use.
     - Existing buildings and uses in relation to lot lines.
     - Adjoining land uses (Context 2, Context 5).
   - Compliance with **Article V, Site Plan Review Standards** (Context 5).

2. **Lot Dimensions and Compliance**:
   - Verify the lot area and lot width meet the more restrictive requirements of the primary zoning (UN3) and any applicable built form overlay districts (Context 1).
   - Include a description of adjoining land uses and how the proposal compares to land uses within 350 feet of the site (Context 3).

3. **Floor Area Ratio (FAR)**:
   - Ensure compliance with the maximum and minimum FAR requirements of the built form overlay district (Context 1).

4. **Height Requirements**:
   - Confirm the proposed building height complies with the maximum and minimum height requirements of the built form overlay district (Context 1).

5. **Lot Coverage**:
   - Ensure the proposal adheres to the maximum lot coverage requirements of the built form overlay district (Context 1).

6. **Environmental and Hazard Information**:
   - A description of any potential environmental hazards due to existing or proposed land uses, including soil, water, and air contamination (Context 3).
   - An air quality plan, dust management plan, sound attenuation plan, and drainage plan, if applicable (Context 3).

7. **Landscaping Plan**:
   - A landscape plan demonstrating compliance with **Chapter 550, Article V, Site Plan Review Standards** (Context 3).

8. **Traffic Plan**:
   - A traffic plan describing the number of vehicle trips the proposal will generate and the principal access routes to the facility (Context 3).

9. **Platting Requirement**:
   - If applicable, ensure the land is platted or replatted into suitable lots for the planned development, in compliance with **Chapter 598, Land Subdivision Regulations** (Context 4).

10. **Development Plan**:
    - A development plan including a statement of the proposed use of all portions of the land, a master sign plan, and a site plan showing all existing and proposed development (e.g., structures, parking, access, open space, drainage, landscaping) (Context 4).

11. **Building Elevations and Design**:
    - Include building elevations and ensure compliance with the design standards for residential uses in **Article V, General Standards for Residential Uses** (Context 5).

12. **Use Compliance**:
    - Verify that the proposed use (e.g., multi-family building) is allowed in the UN3 district and complies with the applicable built form overlay district regulations (Context 1, Context 6).

13. **Additional Documentation**:
    - If applicable, include any required covenants, environmental plans, or other documentation as specified by the zoning administrator (Context 2, Context 3).

14. **Fees**:
    - Pay any required fees as listed in **Table 525-1, Fees** (Context 2).

### Additional Notes:
- Ensure all submitted plans and documents are accurate and complete to avoid delays in the approval process.
- Consult with the zoning administrator for any additional requirements or clarifications specific to your project.

**References**:
- Minneapolis, MN Code of Ordinances (Context 1, Context 2, Context 3, Context 4, Context 5, Context 6)."
q1-comp3-aud2-data1,1. Factual question with a specific answer,3. Phrased in a prompt engineering format with specific instructions,2. Single-family homeowner,1. Minneapolis zoning code,"Aim: Provide information on zoning for single-family home located in urban neighborhood zoning district at **2712 Colfax Ave South, Minneapolis, MN 55408**. Refer to the Minneapolis, MN zoning code to determine this.
Output: Zoning code for 2712 Colfax Ave South, Minneapolis, MN 55408 and the specific parts of the zoning code you sourced this information from.",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"Based on the provided context, the zoning code for the address **2712 Colfax Ave South, Minneapolis, MN 55408** is not explicitly stated. However, the context includes references to ""Urban Neighborhood"" zoning districts (e.g., UN1, UN2, UN3) in Minneapolis, which are likely applicable to residential areas.

To determine the specific zoning code for this address, additional information from the Minneapolis Zoning Plate maps or the city's zoning database would be required. The retrieved context does not provide sufficient details to confirm the exact zoning designation for this property. If you need precise zoning information, I recommend consulting the Minneapolis Zoning Code directly or contacting the Minneapolis Planning Department for assistance.

Relevant sections sourced:
- Context 5: References to ""Urban Neighborhood"" zoning districts (UN1, UN2, UN3), which are likely applicable to residential areas in Minneapolis.
- No specific zoning designation for the address was found in the provided context."
q2-comp3-aud2-data1,2. Complex question asking to summarize language,3. Phrased in a prompt engineering format with specific instructions,2. Single-family homeowner,1. Minneapolis zoning code,"Aim: I am looking for relevant information and requirements from Minneapolis zoning code that I need to know as a single-family home owner who wants to build a accessory dwelling unit (ADU) on my property in urban neighborhood 2 (UN2) zoning district, Minneapolis, MN. 

Output: A summary of relevant zoning requirements for building an ADU on a single-family home in [zoning district returned by question 1] in Minneapolis, MN.",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"Based on the retrieved context, here is a summary of relevant zoning requirements for building an Accessory Dwelling Unit (ADU) on a single-family home in the **Urban Neighborhood 2 (UN2)** zoning district in Minneapolis, MN:

1. **Owner Occupancy**: The property owner must occupy at least one dwelling unit on the lot as their primary residence. If the owner cannot fulfill this requirement, the ADU must be removed or modified to no longer qualify as a separate dwelling unit (Context 1).

2. **ADU Size and Design**:
   - **Attached ADU**: The maximum gross floor area for an attached ADU is 800 square feet. The primary exterior materials of the ADU must match the principal residential structure. Stairways leading to an internal ADU above the ground floor must be enclosed or located entirely to the rear of the principal structure (Context 4).
   - **Detached ADU**: A detached ADU cannot exceed 21 feet in height (Context 4).

3. **Entrances**: The creation of an ADU shall not result in additional entrances facing the public street on the principal residential structure (Context 4).

4. **Storage**: New single-family dwellings must provide an enclosed storage area of at least 200 square feet. If attached, this storage must open directly to the outside of the habitable portion of the principal structure and be accessible without stairs or an elevator. If detached, it must be located entirely to the rear of the principal residential structure (Context 5).

5. **Purpose**: The standards for ADUs are intended to encourage innovation in housing design to meet the diverse housing needs of the city's population on a small scale (Context 3).

These requirements are specific to the UN2 zoning district and must be adhered to when planning and constructing an ADU. For further details or clarifications, consulting the full Minneapolis Zoning Code or contacting the Minneapolis Planning Department is recommended."
q3-comp3-aud2-data1,3. Complex question asking for recommendations,3. Phrased in a prompt engineering format with specific instructions,2. Single-family homeowner,1. Minneapolis zoning code,"Aim: For the urban neighborhood 2 (UN2) zoning district in Minneapolis, MN, evaluate whether the specifications listed below meet the requirements for a small multi-family home construction as found in the zoning code. Also tell me if there is additional information you need from me to answer this question.
**Proposed property specifications**
- The lot area of multifamily home is 1000 sq feet.
- The accessory dwelling unit (ADU) height will be 20 feet.
-  The multifamily home has 5 dwellings.
- The  side and rear yard setback will be 5 feet all around.

Output: A list with each property specification and its evaluation based on the zoning ordinance, referencing specific parts of the code for each item.",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"Based on the retrieved context, here is an evaluation of the proposed property specifications for a small multi-family home construction in the **Urban Neighborhood 2 (UN2)** zoning district in Minneapolis, MN:

1. **Lot Area (1,000 sq feet)**:
   - The proposed lot area of 1,000 square feet does not meet the requirements. The minimum lot area for multi-family homes in UN2 districts is not explicitly stated in the provided context, but the context mentions a limit of 3 dwelling units on lots 7,500 square feet or less in area (Context 4). This suggests that a lot of 1,000 square feet is likely insufficient for a multi-family home with 5 dwellings.
   - **Reference**: Context 4 (limits on the number of units and size).

2. **ADU Height (20 feet)**:
   - The proposed ADU height of 20 feet complies with the maximum height requirement for detached accessory dwelling units, which is 21 feet (Context 2).
   - **Reference**: Context 2 (550.1460 - Additional development standards for detached accessory dwelling units).

3. **Number of Dwellings (5 units)**:
   - The proposed 5 dwelling units does not comply with the zoning code. The maximum number of dwelling units allowed in a principal structure in the UN2 district is 3 (Context 4).
   - **Reference**: Context 4 (limits on the number of units).

4. **Side and Rear Yard Setback (5 feet all around)**:
   - The proposed 5-foot side and rear yard setback cannot be evaluated with the provided context, as specific setback requirements for multi-family homes in the UN2 district are not explicitly stated. Additional information from the zoning code regarding setback requirements is needed.
   - **Reference**: Not explicitly stated in the provided context.

**Additional Information Needed**:
- Specific setback requirements for multi-family homes in the UN2 district.
- Minimum lot area requirements for multi-family homes in the UN2 district.
- Clarification on whether the proposed lot area of 1,000 square feet meets the minimum lot area requirements for any residential structure in the UN2 district.

For a comprehensive evaluation, consulting the full Minneapolis Zoning Code or contacting the Minneapolis Planning Department is recommended."
q5-comp3-aud2-data1,5. Complex question distilling information/pre-check,3. Phrased in a prompt engineering format with specific instructions,2. Single-family homeowner,1. Minneapolis zoning code,"Aim: I am trying to fill a permit application for constructing a small multi-family building in urban neighborhood 2 (UN2) zoning district,  Minneapolis, MN. Provide a checklist of all information and documentation I need to fill the permit application successfully per the zoning ordinance.

Output: A checklist of requested information stated in the Aim.

",US Mistral Pixtral Large 25.02,e5_large_unstruct_by_title,"Based on the retrieved context, here is a checklist of information and documentation required to successfully fill out a permit application for constructing a small multi-family building in the **Urban Neighborhood 2 (UN2)** zoning district in Minneapolis, MN:

### Checklist for Permit Application:

1. **Completed Application Form**:
   - Obtain and fill out the application form provided by the zoning administrator.
   - Ensure all required fields are accurately completed.

2. **Detailed Site Plan**:
   - A dimensioned or annotated plan showing the proposed building or structure, including:
     - Building bulk, height, and use.
     - Existing buildings and uses, if any, in exact relation to lot lines.
     - Description of adjoining land uses.
   - **Reference**: Context 1 (525.620 - Zoning permit).

3. **Development Plan** (if part of a planned unit development):
   - A statement of the proposed use of all portions of the land.
   - A master sign plan.
   - A site plan showing:
     - Location of structures, parking areas, vehicular and pedestrian access.
     - Open space, drainage, sewerage, fire protection, building elevations, landscaping, screening, and bufferyards.
     - Location of existing public facilities and services.
   - **Reference**: Context 2 (550.990 - Development plan).

4. **Environmental and Safety Plans** (if applicable):
   - **Air Quality Plan**: Describing stationary and mobile source air emissions and conformance with air quality regulations.
   - **Dust Management Plan**: Describing dust emission sources and conformance with dust emission regulations.
   - **Sound Attenuation Plan**: Describing sources of sound and conformance with sound and noise regulations.
   - **Drainage Plan**: For stormwater management and runoff.
   - **Traffic Plan**: Describing the number of truck trips generated and principal access routes.
   - **Reference**: Context 3.

5. **Performance Bond or Letter of Credit** (if required):
   - Guaranteeing completion of required site improvements.
   - Set at 125% of the estimated cost of the improvements.
   - **Reference**: Context 4.

6. **Compliance with Inclusionary Housing Requirements** (if applicable):
   - Ensure the site plan meets the inclusionary housing requirements specified in the city's Unified Housing Policy.
   - **Reference**: Context 4.

7. **Proof of Compliance with Previous Land Use Approvals**:
   - Ensure the property is in compliance with requirements of any previous land use approvals.
   - **Reference**: Context 6 (525.90 - Noncomplying properties).

8. **Description of Proposal and Environmental Hazards**:
   - A description of the proposal and how it compares to land uses within 350 feet of the site.
   - A description of any potential environmental hazards due to existing or proposed land uses.
   - **Reference**: Context 3.

9. **Fees**:
   - Pay any applicable fees as listed in Table 525-1, Fees.
   - **Reference**: Context 1.

10. **Additional Information**:
    - Provide any additional information required by the zoning administrator to determine zoning compliance.
    - **Reference**: Context 1 (525.620 - Zoning permit).

### Additional Notes:
- Ensure all submitted plans and documents are accurate and comply with the zoning ordinance and comprehensive plan.
- The zoning administrator or planning director will review the application and make decisions on administrative applications.
- If the proposal involves a change of use without structural alterations, the zoning administrator may certify the change of use in a letter.

For further details or clarifications, consulting the full Minneapolis Zoning Code or contacting the Minneapolis Planning Department is recommended."
q1-comp1-aud1-data1,1. Factual question with a specific answer,1. Google search-phrased,1. Professional developer,1. Minneapolis zoning code,"zoning district and built form overlay district for **2817 Pleasant Ave, Minneapolis, MN 55408** multi-family home, I'm a professional developer",US Mistral Pixtral Large 25.02,e5_small_recursive,"Based on the provided context, the zoning details for a multi-family home at **2817 Pleasant Ave, Minneapolis, MN 55408** are not explicitly stated. However, the context mentions the **BFI2 Interior 2 Built Form Overlay District**, which includes specific lot dimension requirements for residential uses with four or more dwelling units. In this district, the minimum lot width is eighty (80) feet, and the minimum lot area is ten thousand (10,000) square feet. Maximum lot size requirements for this district are also referenced in Chapter 540 of the Built Form Overlay Districts.

Unfortunately, the primary zoning district for this address is not specified in the provided context. If you need further details about the primary zoning district or additional overlay districts, I would need more specific information or additional context."
q2-comp1-aud1-data1,2. Complex question asking to summarize language,1. Google search-phrased,1. Professional developer,1. Minneapolis zoning code,"summarize zoning ordinance for urban neighborhood 3 (UN3) zoning district in Minneapolis, MN",US Mistral Pixtral Large 25.02,e5_small_recursive,"The **Urban Neighborhood 3 (UN3) Zoning District** in Minneapolis, MN, is designed to allow predominantly moderate to large-scale residential uses, particularly near transit routes and METRO stations. Key provisions include:

- **Purpose**: To accommodate larger residential developments in areas with good transit access.
- **Allowed Uses**: The district permits a range of residential, institutional, and small-scale commercial uses. For example, community centers require a minimum lot size of 5,000 square feet, and educational facilities require 10,000 square feet.
- **Lot Requirements**: Residential buildings with four or more dwelling units are permitted on lots of record, provided they meet yard dimensions and other district requirements (excluding lot area or width).
- **Development Standards**: The district emphasizes compliance with general performance standards, landscaping, screening, and curbing requirements. Nonconforming lots or uses must adhere to these standards to the extent feasible.

This district supports denser residential development aligned with transit-oriented planning goals."
q3-comp1-aud1-data1,3. Complex question asking for recommendations,1. Google search-phrased,1. Professional developer,1. Minneapolis zoning code,"evaluate following zoning requirements for urban neighborhood 3 (UN3) zoning district in Minneapolis, MN for constructing a multi-family home

**Proposed property specifications**
- 1000 sq feet lot size
- 20 feet height 
- 5 dwellings in the buidling
- side and rear yard of 5 feet all around",US Mistral Pixtral Large 25.02,e5_small_recursive,"Based on the provided context and the proposed property specifications for constructing a multi-family home in the **Urban Neighborhood 3 (UN3) Zoning District** in Minneapolis, MN, the following evaluation can be made:

1. **Lot Size**: The proposed lot size is **1,000 square feet**, which is significantly smaller than the typical requirements for community centers (5,000 sq. ft.) or educational facilities (10,000 sq. ft.) in the UN3 district. However, the context does not specify the minimum lot size for multi-family homes in the UN3 district. Therefore, it is unclear if the 1,000 sq. ft. lot size meets the requirements.

2. **Height**: The proposed height is **20 feet**, but the context does not provide specific height restrictions for the UN3 district. Therefore, it is unclear if the 20 feet height is compliant.

3. **Dwelling Units**: The proposal includes **5 dwelling units**. The context states that residential buildings with four or more dwelling units are permitted on lots of record, provided they meet yard dimensions and other district requirements (excluding lot area or width). Therefore, 5 dwelling units are likely permissible if other requirements are met.

4. **Yard Requirements**: The proposal includes a **side and rear yard of 5 feet all around**. The context mentions that yard requirements must be met, but it does not specify the minimum side or rear yard dimensions for the UN3 district. Therefore, it is unclear if the 5 feet yard is sufficient.

**Conclusion**: The provided context does not offer sufficient details to fully evaluate the compliance of the proposed property specifications with the UN3 zoning district requirements. Specifically, the minimum lot size, height restrictions, and yard requirements for multi-family homes in the UN3 district are not explicitly stated. Additional information from the zoning code would be needed to determine compliance."
